неожиданно <...>, he quit his job and left town.	all of a sudden (suddenly) <All of a sudden>, he quit his job and left town.
последить за; присмотреть за Betty <...> my sons for me. I'll <...> your dog.	keep an eye on someone or something (take care of; watch; look after) Betty <keeps an eye on> my sons for me. I'll <keep an eye on> your dog.
стараться не рассмеяться; сохранять невозмутимый вид I tried to <...> but failed.	keep a straight face (try not to laugh) I tried to <keep a straight face> but failed.
составить компанию She <... me ...> quite often.	keep company (accompany) She <keeps me company> quite often.
держать кого-то в курсе событий <... me ...> about your plans.	keep someone posted (inform someone) <Keep me posted> about your plans.
надеяться, что все пройдет гладко I have a job interview today. <... your ...> for me, will you? I'll <... my ...> for you.	keep one's fingers crossed (hope that nothing will go wrong) I have a job interview today. Keep your fingers crossed for me, will you? I'll keep my fingers crossed for you.
убить время I went to the show to <...>.	kill time (fill time; spend empty time) I went to the show to <kill time>.
совсем ничего не знать по какой-то теме I don't <...> nuclear physics.	not to know the first thing about something (not to have any knowledge about something) I don't <know the first thing about> nuclear physics.
знать все ходы и выходы He <... all ...> in this company.	know the ropes (be very familiar with some business) He <knows all the ropes> in this company.
сообщение (информация, инструкция) в последний момент, из-за чего мало или нет времени на подготовку His arrival was a <...>. We didn't have time to prepare for it.	last-minute notice (a message (information, instruction) at the last moment leaving little or no time for preparation) His arrival was a <last-minute notice>. We didn't have time to prepare for it.
сказать честно; открыть карты Finally, we asked him to <... his ...> and tell us about his plans.	lay one's cards on the table (be frank and open) Finally, we asked him to <lay his cards on the table> and tell us about his plans.
ставить свою жизнь на карту; рисковать He <... his ...> to fulfill this task, but nobody appreciated his efforts.	lay one's life on the line (put oneself in a dangerous situation) He <laid his life on the line> to fulfill this task, but nobody appreciated his efforts.
влачить жалкое существование He <...>.	lead a dog's life (live in misery) He <leads a dog's life>.
перестать далее упоминать (о предмете спора); оставить как есть I don't want to argue any further about it, so let's <...>. <...>!	leave it at that (stop saying anything else about some matter; leave as it is) I don't want to argue any further about it, so let's <leave it at that. Leave it a>. <that>!
оставить сообщение He <...> for you to meet him at the airport at six o'clock.	leave word (leave a message) He <left word> for you to meet him at the airport at six o'clock.
не ворошить прошлое; забыть старые обиды He said that to you many years ago. Forgive him. <...>.	let bygones be bygones (forget and forgive bad things in the past) He said that to you many years ago. Forgive him. <Let bygones be bygones>.
отпустить; не держать <...> my hand, or I'll call the guard.	let go of something (release the hold) <Let go of> my hand, or I'll call the guard.
держаться неофициально She is always so formal. She never <... her ...>.	let one's hair down (be relaxed and informal with other people) She is always so formal. She never <lets her hair down>.
известить кого-то <... me ...> when you find a job.	let someone know (inform someone) <Let me know> when you find a job.
какой отец, такой и сын Paul won a prize in a chess tournament. Great! <...>!	like father, like son (be like one's parent in something) Paul won a prize in a chess tournament. Great! <Like father, like son>!
попытка с минимальными шансами на успех Checking the suspect's aunt was <...>, but the detective was prepared to try anything.	a long shot (an attempt with little chance of success) Checking the suspect's aunt was <a long shot>, but the detective was prepared to try anything.
разозлиться He <... his ...> very often.	lose one's temper (become angry) He <loses his temper> very often.
потерять кого-то из виду I <... him> years ago.	lose track of someone (not to know where someone is) I <lost track of him> years ago.
счастливый случай He got his <...> when he found that job.	lucky break (a lucky chance) He got his <lucky break> when he found that job.
зарабатывать на жизнь He works hard. His family is large, and he has to <...> somehow.	make a living (earn money to provide for life) He works hard. His family is large, and he has to <make a living> somehow.
учитывать, делать поправку, скидку на что-то Don't criticize him so hard; <...> his inexperience.	make allowance(s) for something (take into consideration when judging) Don't criticize him so hard; <make allowance for> his inexperience.
считать обязательным для себя сделать что-то <...> asking about his wife's health. Make it a point to be here by ten o'clock.	make a point of (be sure to do something intentionally) <Make a point of> asking about his wife's health. Make it a point to be here by ten o'clock.
сводить концы с концами; жить по средствам He doesn't have much money. I wonder how he manages to <...>.	make (both) ends meet (be able to live on the income one has; live within one's means) He doesn't have much money. I wonder how he manages to <make ends meet>.
не в состоянии понять или разобрать что-то I can't <...> his letter.	not to make head or tail of something (be unable to understand or decipher) I can't <make head or tail of> his letter.
сказать прямо, не скрывая отношения I'll <...>: I don't like your attitude to work.	make no bones about it (say openly, without hesitation) I'll <make no bones about it>: I don't like your attitude to work.
потесниться; освободить место для кого-то We can <...> one more dog.	make room for someone (allow space for someone) We can <make room for> one more dog.
извлечь лучшее из данной ситуации Let's <...> our vacation.	make the most of something (do the best in the given situation) Let's <make the most of> our vacation.
будьте как дома Come in, please. <...>.	make yourself at home (be comfortable; feel at home) Come in, please. <Make yourself at home>.
хозяин своего слова; держит слово You can depend on his promise to help. He's <...>.	a man of his word (a person who keeps promises) You can depend on his promise to help. He's <a man of his word>.
хотеть сделать, как лучше He <...>, but it turned out that he spoiled a couple of things for me.	mean well (have good intentions) He <meant well>, but it turned out that he spoiled a couple of things for me.
может быть неплохо I <...> telephone him now.	might as well (maybe it's a good idea) I <might as well> telephone him now.
пропавший человек (т.е. разыскивается) The little boy disappeared. The police registered him as a <...>.	missing person (someone who is lost and can't be located) The little boy disappeared. The police registered him as a <missing person>.
идти на компромисс с кем-то He's reasonable and tries to <... his coworkers ...> when possible.	meet someone halfway (compromise with someone) He's reasonable and tries to <meet his coworkers halfway> when possible.
невозможный, тщетный, безнадежный, бесполезный We tried to start the car again and again, but it was <...>.	no go (impossible, futile, hopeless, useless) We tried to start the car again and again, but it was <no go>.
ничуть; нисколько Are you tired? - <...>.	not a bit (not at all; not in the least) Are you tired? - Not a bit.
время от времени I meet them <...> at the bank.	now and again (occasionally; now and then) I meet them <now and again> at the bank.
разрозненные мелочи; остатки, обрезки; всякая всячина I went to the store because I needed to buy some <...> for my kitchen.	odds and ends (a variety of small unimportant things or leftovers; bits and pieces) I went to the store because I needed to buy some <odds and ends> for my kitchen.
без подготовки <...>, I can give you only a rough estimate.	off the cuff (without preparation) <Off the cuff>, I can give you only a rough estimate.
не относится к делу What I think about him is <...>.	off the point (beside the point) What I think about him is <off the point>.
не для публики; неофициально Strictly <...>, I think the director is going to get married soon.	off the record (not for the public; unofficially) Strictly <off the record>, I think the director is going to get married soon.
без обдумывания или подсчета; без подготовки; по памяти I can't give you the figure <... my ...>, but it may be around a thousand.	off the top of one's head (without thinking or calculation; impromptu; from memory) I can't give you the figure <off the top of my head>, but it may be around a thousand.
раз и навсегда You must quit smoking <...>.	once and for all (decidedly) You must quit smoking <once and for all>.
нервный, раздраженный He's been <...> ever since she left.	on edge (nervous, irritable) He's been <on edge> ever since she left.
с одной стороны <...>, she knows quite a few poems by heart. <...>, she can't remember any dates.	on one hand; on the one hand (considering one side of the question) <On one hand>, she knows quite a few poems by heart. <On the other hand>, she can't remember any dates.
один; сам по себе; самостоятельно She likes to live and work <... her ...>. She has been <... her ...> for several years.	on one's own (on my own, on his own, etc.) (alone; by oneself; independently) She likes to live and work <on her own>. She has been <on her own> for several years.
бдительный, внимательный, собранный He was <... his ...> and produced a very good impression on them.	on one's toes (alert, attentive, prepared for difficulties) He was <on his toes> and produced a very good impression on them.
вызвать на ковер Yesterday the boss called her <...> for being rude to the coworkers.	on the carpet (called in by the boss for criticism) Yesterday the boss called her <on the carpet> for being rude to the coworkers.
в движении, на ходу; активный He is always <...>.	on the go (on the move; busy, active) He is always <on the go>.
на случай если; маловероятно, но все же есть небольшой шанс (добавление off уменьшает вероятность) <...> that you don't find him at work, here's his home address. We went there <...> of seeing John.	on the chance; on the off chance (in case; unlikely to happen, but there's still a small chance) <On the chance> that you don't find him at work, here's his home address. We went there <on the off chance> of seeing John.
на месте, сразу I decided to do it <...>.	on the spot (right there) I decided to do it <on the spot>.
под влиянием момента; без обдумывания или плана He bought this car <...>, and now he regrets it.	on the spur of the moment (without previous thought or plan) He bought this car <on the spur of the moment>, and now he regrets it.
вертится на языке; вот-вот вспомню His name is <... my ...>, but I just can't remember it.	on the tip of one's tongue (on the verge of saying but unable to remember) His name is <on the tip of my tongue>, but I just can't remember it.
сумасшедший If you think so, you're <... your ...>.	out of one's mind (crazy) If you think so, you're <out of your mind>.
не по пути I can't give you a lift to the bank, it's <... my ...> today.	out of one's way (away from one's usual route) I can't give you a lift to the bank, it's <out of my way> today.
тот, кто не выбрасывает старые или ненужные вещи Why does she keep all those things she never uses? - She is a <...>.	pack rat (a person who saves lots of unnecessary things) Why does she keep all those things she never uses? - She is a pack rat.
начать ссору He often tries to <...> with me.	pick a fight (start a quarrel) He often tries to <pick a fight> with me.
сыграть правильно; выбрать правильные шаги в каком-то деле If you <... your ...>, he'll agree to your plan.	play one's cards right (choose the right steps in doing something) If you <play your cards right>, he'll agree to your plan.
ужин вскладчину; никто не знает, что принесут другие You know what happened at our last <...>? Everybody brought macaroni and cheese, apples, and beer!	potluck supper (a surprise meal where nobody knows what dishes other guests will bring) You know what happened at our last <potluck supper?>? Everybody brought macaroni and cheese, apples, and beer!
обмануть, ввести в заблуждение Are you trying to <... my ...>? It won't do you any good.	pull the wool over someone's eyes (deceive, mislead someone) Are you trying to <pull the wool over my eyes?>? It won't do you any good.
охладить пыл She always <...> my plans.	put a damper on something (discourage) She always <puts a damper on> my plans.
замолвить словечко I'd be very grateful if you could <...> me when you speak to him.	put in a word for someone (say positive things about someone) I'd be very grateful if you could <put in a word for> me when you speak to him.
стараться показать свои лучшие качества; делать все возможное; выполнять как можно быстрее He <... his ...> during the interview. <... your ...> working at this project.	put one's best foot forward (try to show one's best qualities; do one's best; do things as quickly as possible) He <put his best foot forward> during the interview. <Put your best foot forward> working at this project.
точно указать причину, ошибку, название и др.; попасть в точку I can't <... my ...>. He was able to <... his ...> the exact cause of the computer malfunction.	put one's finger on it (indicate exactly; point out the exact cause, fault, name, etc.) I can't <put my finger on it>. He was able to <put his finger on> the exact cause of the computer malfunction.
решительно воспротивиться Her father <... his ...> when she said she wanted to marry Alan.	put one's foot down (object strongly) Her father <put his foot down> when she said she wanted to marry Alan.
сделать или сказать глупость; попасть впросак; сесть в калошу; опростоволоситься He <... his ...> when he told the boss that his younger daughter wasn't pretty at all.	put one's foot in it / into it; put one's foot in one's mouth (do or say the wrong thing; make a blunder; make a fool of oneself) He <put his foot in it> when he told the boss that his younger daughter wasn't pretty at all.
много; сильно I had <...> trouble with that car.	quite a bit (of) (much; a lot (of)) I had <quite a bit of> trouble with that car.
много; большое количество He wrote <...> good stories.	quite a few (many; a lot of) He wrote <quite a few> good stories.
напрячь мозги He <... his ...> to solve the puzzle.	rack one's brain (try hard to think) He <racked his brain> to solve the puzzle.
читать между строк His books are not easy to understand. You have to <...>.	read between the lines (find or understand the implied meaning) His books are not easy to understand. You have to <read between the lines>.
Передавайте привет от меня вашей семье. Please <...>	Remember me to your family. (Say hello to your family for me.) Please <remember me to your family.>
напоминает что-то знакомое, но полузабытое Annabel Lee? Yes, it <...>, but I can't place it right now.	ring a bell (remind someone of something familiar but half-forgotten) Annabel Lee? Yes, it rings a bell, but I can't place it right now.
раскачивать лодку; вести к нестабильности Peter always <...> when we discuss the company's spending policy.	rock the boat (make the situation unstable) Peter always <rocks the boat> when we discuss the company's spending policy.
близко общаться с кем-то He doesn't <...> the rich and famous.	rub elbows with; rub shoulders with (spend time together; mingle) He doesn't <rub elbows with> the rich and famous.
ставить в еще более неловкое положение напоминаниями об ошибке, неудаче I know I shouldn't have done it, and I apologized. There is no need to <...>.	rub it in (embarrass even more by reminding repeatedly of some mistake, failure, etc.) I know I shouldn't have done it, and I apologized. There is no need to <rub it in>.
раздражать; злить кого-то His remarks <... many coworkers ...>.	rub someone the wrong way (irritate, annoy; make angry) His remarks <rub many coworkers the wrong way>.
сохранить лицо, т.е. пытаться изменить произведенное негативное впечатление He said a stupid thing, and then he tried to <...> by saying he misunderstood me.	save face (try to change the negative impression produced) He said a stupid thing, and then he tried to <save face> by saying he misunderstood me.
не тратить слова попусту There's no use talking to him about his spending habits, so <... your ...>.	save one's breath (stop useless talk) There's no use talking to him about his spending habits, so <save your breath>.
изучать поверхностно He examines all the facts closely, he doesn't just <...>.	scratch the surface (study something superficially) He examines all the facts closely, he doesn't just <scratch the surface>.
искать везде I <...> for my lost cat.	search high and low (search everywhere) I <searched high and low> for my lost cat.
соглашаться друг с другом; сходиться во взглядах They <...> on many things. I don't <...> with him.	see eye to eye (agree with each other) They <see eye to eye> on many things. I don't <see eye to eye> with him.
приходить в ярость; очень сильно злиться She <...> every time she remembers how he lied to her about it.	see red (become very angry) She <sees red> every time she remembers how he lied to her about it.
поделом кому-то It <... him ...> that he didn't get that job. He despised all the other candidates.	serve someone right (get what someone deserves) It <serves him right> that he didn't get that job. He despised all the other candidates.
служить цели; отвечать цели; годиться I doubt that hiring this man will <... your ...>.	serve one's purpose (be useful for some purpose) I doubt that hiring this man will <serve your purpose>.
догадка, предположение; ответ наугад, наобум My answer was just <...>.	a shot in the dark (a wild guess) My answer was just <a shot in the dark>.
подавать надежды This young actor <...>.	show promise (be promising) This young actor <shows promise>.
отложить решение до следующего утра Don't make a decision now. <...>.	sleep on it (postpone a decision till next morning) Don't make a decision now. <Sleep on it>.
обмолвка (ошибка) It was just <...>!	a slip of the tongue (a mistake) It was just <a slip of the tongue>!
забыть It <... my ...> that she asked me to do it.	slip (from) one's mind (forget) It <slipped my mind> that she asked me to do it.
подозревать обман; чуять подвох; чуять недоброе I'm not sure what it is, but I <...>.	smell a rat (suspect deceit; suspect that something is wrong) I'm not sure what it is, but I <smell a rat>.
еще лучше If he can pay cash, <...>.	so much the better (it's even better) If he can pay cash, <so much the better>.
проболтаться Who <...> about our plan?	spill the beans (tell a secret) Who <spilled the beans> about our plan??
иметь шанс (обычно, не иметь шансов) He doesn't <...> of getting it. They don't <...> of winning the game.	stand a chance (have a chance (usually, have no chance)) He doesn't <stand a chance> of getting it. They don't <stand a chance> of winning the game.
очевидно, что; логично, что It <...> that studying spelling will let you improve your writing skills.	stand to reason (be obvious, logical, naturally true) It <stands to reason> that studying spelling will let you improve your writing skills.
честно, откровенно, открыто Why should you spare his feelings? Give it to him <...>.	straight from the shoulder (frankly, honestly, openly) Why should you spare his feelings? Give it to him straight from the shoulder.
не одобрять что-то My sister <...> the way I raise my children.	take a dim view of something (disapprove of something) My sister <takes a dim view of> the way I raise my children.
воспользоваться возможностью с пользой для себя We <...> the low prices and bought a computer and a monitor.	take advantage of something (use for one's own benefit; to profit from) We <took advantage of> the low prices and bought a computer and a monitor.
занять четкую позицию по какому-то вопросу People need to <...> the issue of nuclear weapons.	take a stand (on something) (make a firm decision about something) People need to <take a stand on> the issue of nuclear weapons.
Всего хорошего! Берегите себя. <...> now! See you tomorrow.	Take care! (Good-bye and be careful!) <Take care> now! See you tomorrow.
держать, взяться за, схватить <...> this rope and pull.	take hold of something (hold, grasp something) <Take hold of> this rope and pull.
принимать как должное Mother's love is always <...> by children.	take something for granted (accept as given) Mother's love is always <taken for granted> by children.
захватить дух от впечатления That great view <... my ...>.	take someone's breath away (surprise or impress someone) That great view <took my breath away>.
делать что-то не торопясь Don't hurry. <... your ...>.	take one's time (do something without hurry) Don't hurry. <Take your time>.
поверить кому-то на слово <... my ...>, he won't go there.	take someone's word for it (believe) <Take my word for it>, he won't go there.
прилагать усилия, чтобы сделать хорошо He <...> to make his report perfect.	take pains (try hard to do it well) He <took pains> to make his report perfect.
отвлечь(ся) от навязчивых идей или мрачных мыслей Go to a concert or a movie to <... your ...>.	take one's mind off things (distract from fixed ideas or gloomy thoughts) Go to a concert or a movie to <take your mind off things>.
принимать меры We need to <...> against it.	take steps (take action; take measures) We need to <take steps> against it.
сказать то же самое чуть раньше, чем другой говорящий I was about to say the same! You <... my ...>.	take the words right out of someone's mouth (say the same before someone else says it) I was about to say the same! You <took the words right out of my mouth>.
взять отгул He <...> to attend the wedding.	take time off (be absent from work) He <took time off> to attend the wedding.
предзнаменование (обычно, беды) The plane crashed. Tim said he saw <...> about that flight.	the writing on the wall (a sign of future events (usually, trouble)) The plane crashed. Tim said he saw <the writing on the wall> about that flight.
быть невысокого мнения о чем-то I don't <...> her cooking.	not to think much of something (not to think highly of something) I don't <think much of> her cooking.
стараться до посинения I repeated it <... I ...>!	till one is blue in the face (try very hard) I repeated it <till I was blue in the face>!
на всякий случай Take an extra key, just <...>.	to be on the safe side (not to take any chances) Take an extra key, just <to be on the safe side>.
короче говоря <...>, we won.	to make a long story short (in short) <To make a long story short>, we won.
сказать самое малое, что можно сказать The film was boring and long, <...>.	to say the least (to make the minimum comment about something) The film was boring and long, <to say the least>.
попробовать себя в чем-то новом I want to <... my ...> painting. She decided to <... her ...> writing stories.	try one's hand at something (test one's abilities in something new) I want to <try my hand at> painting. She decided to <try her hand at> writing stories.
начать заново (жизнь, новое дело) He promises to quit alcohol for good and to <...>.	turn over a new leaf (make a fresh start in life, in work) He promises to quit alcohol for good and to <turn over a new leaf>.
круто изменить ситуацию (поменявшись местами, ролями с противником) He beat me at chess twice last week. But now I hope to <...> (on him).	turn the tables (reverse the situation (exchanging places with the opponent)) He beat me at chess twice last week. But now I hope to turn the tables (on him).
резко изменить ход событий; повернуть вспять ход событий The new evidence <...>, and the defendant was acquitted of charges.	turn the tide (reverse the course of events) The new evidence <turned the tide>, and the defendant was acquitted of charges.
выкручивать руки; давить на кого-то They <... his ...> to sell the house.	twist someone's arm (force someone to agree) They <twisted his arm> to sell the house.
многообещающий, подающий надежды He is an <...> young lawyer who might help you with your case.	up-and-coming (showing promise of future success) He is an <up-and-coming> young lawyer who might help you with your case.
против чего-то; протестовать против; сопротивляться The employees are <...> about the new retirement rules.	up in arms (hostile to; in strong protest against something) The employees are <up in arms> about the new retirement rules.
еще не определено My vacation plans are still <...>.	up in the air (undecided, unsettled) My vacation plans are still <up in the air>.
современный, с современными данными His reports are always <...>.	up to date (modern, latest, current) His reports are always <up to date>.
(не) в норме; (ниже чем) по стандарту His behavior isn't <...>.	(not) up to par ((not) equal in standard) His behavior isn't <up to par>.
летать от счастья He has been offered a great job. He is <...> now.	walk on air (be very happy) He has been offered a great job. He is <walking on air> now.
тратить усилия зря; попусту тратить слова Don't <... your ...> trying to make him do it. He won't change his mind.	waste one's breath (speak uselessly, to no purpose) Don't <waste your breath> trying to make him do it. He won't change his mind.
поступать благоразумно, осмотрительно You have to <... your ...> in this business.	watch one's step (behave prudently; be careful) You have to <watch your step> in this business.
пессимист, зануда, который гасит энтузиазм и портит всем удовольствие Remember what a <...> he was last time? Please don't invite him again.	wet blanket (a pessimist, a killjoy who dampens enthusiasm and spoils everyone's fun) Remember what a wet blanket he was last time? Please don't invite him again.
какова реальная ситуация He knows <...> and always acts accordingly.	which way the wind blows (what the real situation is) He knows <which way the wind blows> and always acts accordingly.
невинная ложь A <...> is told to spare your feelings.	white lie (unimportant lie) A <white lie> is told to spare your feelings.
дословно; дословный Tell me <...> what he said.	word for word (in the same words) Tell me <word for word> what he said.
